,mId,mCode,mName,cId,cName,cType,cDetail,cHeight,cLat,cLot
11080,0000000013,438002601,금수산,0000004056,출렁다리,문화자원,-,606.098,36.994556,128.244873
11084,0000000013,438002601,금수산,0000004057,산수유 마을,문화자원,-,322.921,36.962631,128.23819
11096,0000000013,438002601,금수산,0000004060,화전민터,문화자원,-,326.581,36.991123,128.218704
11100,0000000013,438002601,금수산,0000004061,솟대 문화공간,문화자원,-,174.351,36.981369,128.200745
11104,0000000013,438002601,금수산,0000004062,산수유마을 약선장류체험장,문화자원,-,189.333,36.966595,128.233414
11108,0000000013,438002601,금수산,0000004063,서낭당,문화자원,-,177.975,36.964592,128.230865
11116,0000000013,438002601,금수산,0000004065,옥순대교,문화자원,-,172.245,36.948875,128.232193
11120,0000000013,438002601,금수산,0000004066,탑,문화자원,-,178.67,36.988407,128.198975
11124,0000000013,438002601,금수산,0000004067,정방사,문화자원,-,472.014,36.998978,128.207916
11128,0000000013,438002601,금수산,0000004069,옥순봉,문화자원,-,200.898,36.948975,128.23288
11132,0000000013,438002601,금수산,0000004089,주변 둘레길,문화자원,-,213.264,36.965183,128.239243
11148,0000000013,438002601,금수산,0000004121,주변관광지,문화자원,-,236.041,36.964642,128.240158
11152,0000000013,438002601,금수산,0000004144,이에스리조트,문화자원,-,193.89,36.987995,128.194138
11156,0000000013,438002601,금수산,0000004169,금수산 한방 힐링 테마공원,문화자원,-,175.814,36.982098,128.199692
11164,0000000013,438002601,금수산,0000004227,내원암,문화자원,유서깊거나 오래된절은 아니나 돌탑이 이쁨니다,185.384,36.986782,128.195328
11168,0000000013,438002601,금수산,0000004230,대비사,문화자원,사찰,0.0,36.980644,128.265945
11172,0000000014,448100101,금오산,0000004253,해운사,문화자원,-,382.853,36.10527,128.298615
11320,0000000014,448100101,금오산,0000004255,여리숲,문화자원,-,124.496,36.120926,128.320023
11468,0000000014,448100101,금오산,0000004261,금오랜드,문화자원,날머리,151.224,36.112568,128.314636
12208,0000000014,448100101,금오산,0000004464,법성사,문화자원,-,197.937,36.100716,128.320755
11764,0000000014,448100101,금오산,0000004465,약사암,문화자원,-,0.0,36.092587,128.300903
12356,0000000014,448100101,금오산,0000004466,성안습지 생태복원 안내판,문화자원,-,858.779,36.091599,128.293518
12504,0000000014,448100101,금오산,0000004467,새마을운동테마공원,문화자원,-,0.0,36.0928,128.350677
12652,0000000014,448100101,금오산,0000004468,새마을운동테마공원 전시관,문화자원,-,105.752,36.092945,128.351059
12800,0000000014,448100101,금오산,0000004469,둘레길 일백구십사 계단,문화자원,-,913.468,36.094883,128.301407
12948,0000000014,448100101,금오산,0000004470,오형돌탑,문화자원,-,868.946,36.097233,128.301727
13096,0000000014,448100101,금오산,0000004471,채미정,문화자원,-,172.88,36.111977,128.313187
13392,0000000014,448100101,금오산,0000004473,굴암사,문화자원,-,155.676,36.072903,128.313599
13688,0000000014,448100101,금오산,0000004475,산신당,문화자원,-,742.832,36.080372,128.307526
11616,0000000014,448100101,금오산,0000004476,소림사,문화자원,-,419.652,36.076733,128.309647
12060,0000000014,448100101,금오산,0000004478,석암사,문화자원,-,284.617,36.073833,128.313873
13836,0000000014,448100101,금오산,0000004479,금오산 법성사 석가여래좌불상,문화자원,경북 문화재 자료 제584호,232.893,36.100407,128.320496
13984,0000000014,448100101,금오산,0000004480,금오산 케이블카,문화자원,-,238.037,36.10878,128.307404
14724,0000000014,448100101,금오산,0000004589,성안마을,문화자원,-,848.94,36.09145,128.293716
14872,0000000014,448100101,금오산,0000004590,금오산성 중수 송공비,문화자원,-,841.722,36.091557,128.293915
15020,0000000014,448100101,금오산,0000004629,금오산성,문화자원,-,880.816,36.088375,128.29483
15168,0000000014,448100101,금오산,0000004693,해돚는 언덕,문화자원,-,160.574,36.107021,128.32489
15316,0000000014,448100101,금오산,0000004694,약사암 종각,문화자원,-,917.518,36.092407,128.301117
15464,0000000014,448100101,금오산,0000004695,약사암 악사봉,문화자원,-,921.872,36.09227,128.301224
15760,0000000014,448100101,금오산,0000004721,약사암 동국제일문,문화자원,-,1005.233,36.092899,128.300293
15908,0000000014,448100101,금오산,0000004798,영매사,문화자원,-,190.958,36.083248,128.322876
16056,0000000014,448100101,금오산,0000004808,대각사,문화자원,-,272.478,36.086807,128.327728
16352,0000000014,448100101,금오산,0000004863,오리배 타는 곳,문화자원,금오지,130.475,36.117683,128.314468
16648,0000000014,448100101,금오산,0000004911,갈항사,문화자원,-,333.05,36.089039,128.272186
16796,0000000014,448100101,금오산,0000004952,갈항사 삼층석탑,문화자원,국보 제99호,309.981,36.087975,128.271866
16944,0000000014,448100101,금오산,0000004954,케이블카 아래,문화자원,케이블카 위는 등산로에 없음,145.549,36.108982,128.307571
17536,0000000014,448100101,금오산,0000004990,금오지,문화자원,-,136.435,36.113934,128.315125
17832,0000000014,448100101,금오산,0000005095,구미 약사암 석조여래좌상,문화자원,경북 유형문화재 제362호,938.329,36.092518,128.300644
17980,0000000014,448100101,금오산,0000005103,구미 금오산 마애여래입상,문화자원,보물 제490호,877.804,36.096447,128.301697
18128,0000000015,264100101,금정산,0000005161,보광암,문화자원,-,0.0,35.231071,129.069992
18822,0000000015,264100101,금정산,0000005765,삼각점,문화자원,-,639.686,35.231827,129.046204
19169,0000000015,264100101,금정산,0000005787,청련암,문화자원,3.1운동 당시 부산지역의 본거지,0.0,35.286995,129.068451
19516,0000000015,264100101,금정산,0000005790,금륜사,문화자원,-,336.0,35.310535,129.056259
20557,0000000015,264100101,금정산,0000005793,원효암,문화자원,통일신라시대 원효대사가 범어사 미륵암과 함께 창건,0.0,35.276878,129.066162
21251,0000000015,264100101,금정산,0000005795,범어사,문화자원,"신라 문무왕때(678년) 의상대사가 창건한 화엄종 사찰로 해인사, 통도사와 더불어 영남의 3대 사찰로 규모면에서는 국내 최대",0.0,35.283699,129.068741
21945,0000000015,264100101,금정산,0000005797,금정산성,문화자원,금정산성 망루. 상계봉 인근,648.112,35.231911,129.046371
22292,0000000015,264100101,금정산,0000005798,금호사,문화자원,-,120.0,35.285122,129.022171
22639,0000000015,264100101,금정산,0000005799,이수생묘,문화자원,-,0.0,35.285503,129.022568
22986,0000000015,264100101,금정산,0000005800,은동굴.기도처,문화자원,-,514.0,35.307053,129.055466
23333,0000000015,264100101,금정산,0000005801,마애여래입상,문화자원,-,720.0,35.284473,129.049469
23680,0000000015,264100101,금정산,0000005802,고당봉 낙뢰 표석비,문화자원,2016년 천둥번개를 동반한 집중호우시 낙뢰로 파손되어 이곳에 옮겨 보존,611.246,35.275692,129.056351
24027,0000000015,264100101,금정산,0000005803,금정산성 북문,문화자원,숙종29년(1703년)에 왜구의 재침을 막기위해 금정산 산능선을 따라 사방에 4개의 성문을 가진 둘레 17km의 금정산성(사적 제215호)이 축조됨,610.363,35.275383,129.057419
24374,0000000015,264100101,금정산,0000005804,금정산성막거리무료시음장,문화자원,산성마을의 명물인 막걸리 시음과 역사를 엿볼수 있음,360.0,35.2528,129.05571
24721,0000000015,264100101,금정산,0000005805,장대,문화자원,전투시 장수의 지휘소.,0.0,35.258224,129.05484
25068,0000000015,264100101,금정산,0000005806,북문,문화자원,금정산성북문,613.0,35.275589,129.057739
25415,0000000015,264100101,금정산,0000005807,고모당,문화자원,금정산 산신각,804.0,35.279991,129.050827
25762,0000000015,264100101,금정산,0000005808,미륵산,문화자원,사찰,642.0,35.273914,129.048965
26109,0000000015,264100101,금정산,0000005809,진홍사,문화자원,-,98.0,35.265369,129.02301
26803,0000000015,264100101,금정산,0000005811,2망루,문화자원,-,584.633,35.230244,129.059982
27497,0000000015,264100101,금정산,0000005813,휴정암,문화자원,-,499.616,35.226376,129.0625
27844,0000000015,264100101,금정산,0000005814,남문,문화자원,-,524.849,35.229805,129.056931
28191,0000000015,264100101,금정산,0000005815,범어사 선문화교육관,문화자원,-,0.0,35.281723,129.073486
28885,0000000015,264100101,금정산,0000005817,계명암,문화자원,-,462.0,35.285816,129.072327
29232,0000000015,264100101,금정산,0000005818,칠바위.정법.,문화자원,-,711.0,35.276352,129.047562
29579,0000000015,264100101,금정산,0000005819,만성암,문화자원,-,302.0,35.275738,129.073013
29926,0000000015,264100101,금정산,0000005820,용바위 마애불 암문,문화자원,-,525.0,35.274731,129.067307
30273,0000000015,264100101,금정산,0000005821,김극락마애부도,문화자원,-,508.0,35.274925,129.067566
30620,0000000015,264100101,금정산,0000005822,무운당대사 마애불,문화자원,-,403.0,35.276363,129.069763
30967,0000000015,264100101,금정산,0000005823,부산과학고,문화자원,-,146.0,35.262913,129.083679
31314,0000000015,264100101,금정산,0000005824,보현정사,문화자원,-,0.0,35.249008,129.060669
32008,0000000015,264100101,금정산,0000005826,달마사,문화자원,-,0.0,35.236431,129.073395
32702,0000000015,264100101,금정산,0000005828,금천선원,문화자원,-,80.0,35.247501,129.084869
33049,0000000015,264100101,금정산,0000005829,산신각,문화자원,-,461.0,35.263107,129.068222
34090,0000000015,264100101,금정산,0000005832,미륵사,문화자원,-,0.0,35.274117,129.049179
18475,0000000015,264100101,금정산,0000005834,금정산성2망루,문화자원,-,0.0,35.230358,129.060074
35478,0000000015,264100101,금정산,0000005837,금강암,문화자원,범어사 산내 암자,0.0,35.281845,129.065323
36172,0000000015,264100101,금정산,0000005839,동문,문화자원,-,459.935,35.245331,129.063492
36519,0000000015,264100101,금정산,0000005857,화명수목원 정문,문화자원,-,212.0,35.250198,129.041809
36866,0000000015,264100101,금정산,0000005939,불망비석,문화자원,-,193.0,35.297741,129.082489
37213,0000000015,264100101,금정산,0000005942,범어사기 석,문화자원,-,640.0,35.290539,129.055191
37907,0000000015,264100101,금정산,0000006067,서문,문화자원,금정산성 서문,0.0,35.251514,129.045364
38948,0000000015,264100101,금정산,0000006106,도원사,문화자원,사찰,355.0,35.256775,129.047836
39295,0000000015,264100101,금정산,0000006110,광명사,문화자원,사찰,0.0,35.229977,129.076187
39642,0000000015,264100101,금정산,0000006148,국청사,문화자원,사찰,0.0,35.253445,129.054993
40683,0000000015,264100101,금정산,0000006154,금강식물원,문화자원,"입장료 /어른:1,000. 청소년:600. 어린이:500.",87.0,35.226158,129.078064
41377,0000000015,264100101,금정산,0000006183,금정산성 남문,문화자원,사적 제215호,572.252,35.229992,129.056778
41724,0000000015,264100101,금정산,0000006197,석문,문화자원,-,519.0,35.260201,129.036697
42071,0000000015,264100101,금정산,0000006355,삼위일체 사단계회개,문화자원,-,356.0,35.245037,129.044083
42418,0000000015,264100101,금정산,0000006356,안심사,문화자원,-,358.0,35.243507,129.044174
42765,0000000015,264100101,금정산,0000006368,금정산 1망루,문화자원,-,651.354,35.23172,129.046051
43112,0000000015,264100101,금정산,0000006369,1망루,문화자원,-,638.732,35.232002,129.04631
43459,0000000015,264100101,금정산,0000006401,금정산 2망루,문화자원,-,566.95,35.230373,129.05983
44500,0000000015,264100101,금정산,0000006404,당간지주,문화자원,-,336.0,35.283684,129.070572
44847,0000000015,264100101,금정산,0000006419,고당봉 낙뢰표석비,문화자원,-,614.0,35.275658,129.056335
46235,0000000015,264100101,금정산,0000006438,호국사,문화자원,-,328.0,35.233078,129.064484
46582,0000000015,264100101,금정산,0000006439,금정산성 서문,문화자원,-,247.0,35.251488,129.045563
47276,0000000015,264100101,금정산,0000006499,의상대각자,문화자원,-,533.0,35.278004,129.06778
48317,0000000015,264100101,금정산,0000006567,성보박물관,문화자원,-,352.0,35.284237,129.069839
49011,0000000015,264100101,금정산,0000006594,성곽돌적치,문화자원,-,408.0,35.245461,129.049057
49358,0000000015,264100101,금정산,0000006595,금정산성막걸리,문화자원,-,328.0,35.250366,129.056427
49705,0000000015,264100101,금정산,0000006596,유법사,문화자원,-,0.0,35.252361,129.056656
50052,0000000015,264100101,금정산,0000006597,허브랑야생화,문화자원,-,361.0,35.254509,129.052979
50746,0000000015,264100101,금정산,0000006645,회명사,문화자원,-,144.0,35.22847,129.0746
51440,0000000015,264100101,금정산,0000006688,범어사 경계석.벤치,문화자원,-,244.0,35.276997,129.079742
51787,0000000015,264100101,금정산,0000006689,동편삼층석탑,문화자원,-,518.0,35.277073,129.066956
52134,0000000015,264100101,금정산,0000006690,부도탑,문화자원,-,0.0,35.277153,129.066925
52481,0000000015,264100101,금정산,0000006764,용담선원,문화자원,-,403.0,35.270515,129.069443
52828,0000000015,264100101,금정산,0000006859,불광사,문화자원,-,275.0,35.268913,129.074982
53175,0000000015,264100101,금정산,0000006884,법해사,문화자원,-,124.0,35.259106,129.084091
53869,0000000015,264100101,금정산,0000006887,동제봉 2망루,문화자원,-,560.474,35.230259,129.05986
54910,0000000015,264100101,금정산,0000006896,제4망루,문화자원,제 올리던곳,643.889,35.262684,129.06189
55604,0000000015,264100101,금정산,0000006900,미륵신,문화자원,미륵봉 밑 사찰,656.446,35.273987,129.049332
